Rk,Season,Team,W,Completions,PassAttempts,PassYD,PassTD,Int,RushYD,RushTD,PointsAgainst,XPA,XPM,FGA,FGM,SafetiesByTeam
753,1978,NOR,7,294,479,3151,17,16,1845,17,298,35,33,25,12,1
754,1977,NOR,3,166,321,1573,13,21,2024,14,336,31,29,12,5,1
755,1976,NOR,4,206,403,1984,8,14,1775,16,346,29,25,23,18,0
756,1975,NOR,2,181,392,1545,8,24,1642,9,360,18,18,21,11,0
757,1974,NOR,5,185,389,1761,10,21,1983,9,263,20,19,16,9,0
758,1973,NOR,5,163,338,1659,11,17,1842,5,312,16,16,36,17,0
759,1972,NOR,2,230,449,2434,18,21,1230,5,361,25,24,25,11,1
760,1971,NOR,4,182,387,1955,12,14,1711,18,347,31,29,28,17,0
761,1970,NOR,2,213,415,2458,11,22,1215,4,347,17,16,34,18,0
762,1969,NOR,5,245,453,2974,22,20,1705,12,393,35,33,41,22,1
763,1968,NOR,4,210,439,2336,17,29,1527,7,327,27,27,37,19,0
764,1967,NOR,3,237,478,2598,13,23,1192,9,379,27,27,32,14,1
765,2023,MIN,7,424,631,4359,30,19,1553,7,362,38,36,30,24,0
766,2022,MIN,13,448,672,4484,30,15,1661,18,427,46,40,33,26,0
767,2021,MIN,8,398,604,4238,34,7,1930,10,426,40,36,38,33,0
768,2020,MIN,7,349,516,4009,35,13,2283,20,475,43,37,22,15,1
769,2019,MIN,10,319,466,3523,26,8,2133,19,303,44,40,29,27,1
770,2018,MIN,8,425,606,4036,30,10,1493,9,341,37,36,32,22,0
771,2017,MIN,13,357,527,3753,25,8,1957,15,252,39,34,38,32,1
772,2016,MIN,8,414,588,3836,20,5,1205,9,307,33,26,31,27,1
773,2015,MIN,11,294,454,2928,14,9,2211,18,302,37,33,39,34,0
774,2014,MIN,7,322,517,3244,17,18,1804,12,343,29,29,35,26,0
775,2013,MIN,5,325,546,3427,18,19,2081,23,480,44,43,30,26,0
776,2012,MIN,10,300,483,2751,18,12,2634,16,348,36,36,38,35,0
777,2011,MIN,3,286,510,2957,20,17,2318,18,449,39,38,28,22,1
778,2010,MIN,6,305,505,3097,14,26,1942,16,348,31,30,18,17,0
779,2009,MIN,12,377,553,4156,34,7,1918,19,312,55,54,28,26,1
780,2008,MIN,10,267,452,2956,22,17,2332,15,333,40,40,34,29,3
781,2007,MIN,8,249,432,2745,12,14,2634,22,311,40,39,24,20,1
782,2006,MIN,6,332,540,3123,13,20,1820,12,327,28,27,25,21,0
783,2005,MIN,9,323,510,3146,18,16,1467,10,344,31,31,34,25,0
784,2004,MIN,8,380,552,4516,39,12,1823,8,395,45,45,22,18,0
785,2003,MIN,9,333,520,3951,32,13,2343,15,353,48,48,25,18,2
786,2002,MIN,6,337,558,3685,19,23,2507,26,442,44,41,29,23,1
787,2001,MIN,5,335,555,3576,23,23,1609,10,390,30,29,18,15,0
788,2000,MIN,11,307,495,3832,33,18,2129,14,371,45,45,23,22,0
789,1999,MIN,10,316,530,3989,32,21,1804,13,335,46,46,30,19,1
790,1998,MIN,15,327,533,4328,41,16,1936,17,296,59,59,35,35,1
791,1997,MIN,9,319,540,3313,26,16,2041,14,359,34,33,27,19,0
792,1996,MIN,9,331,561,3658,24,19,1546,7,315,30,30,29,22,0
793,1995,MIN,8,402,642,4205,33,16,1733,10,385,44,44,36,26,0
794,1994,MIN,10,409,673,4324,18,20,1524,11,314,30,30,39,34,0
795,1993,MIN,9,315,526,3200,18,14,1624,8,290,28,27,35,26,2
796,1992,MIN,11,258,458,2869,18,15,2030,19,249,45,45,25,19,1
797,1991,MIN,8,284,477,2883,16,16,2201,18,306,35,34,24,17,0
798,1990,MIN,6,265,497,3167,25,24,1867,10,326,38,38,28,25,2
799,1989,MIN,10,272,499,3189,17,19,2066,12,275,36,35,44,32,2
800,1988,MIN,11,294,520,3789,20,18,1806,22,233,49,48,25,20,2
801,1987,MIN,8,232,446,2826,21,23,1983,20,335,41,40,29,14,1
802,1986,MIN,9,290,519,3913,31,15,1738,14,273,47,44,28,22,0
803,1985,MIN,7,311,576,3635,22,29,1516,19,359,43,41,26,15,1
804,1984,MIN,3,281,533,2872,18,25,1844,10,484,31,30,23,20,0
805,1983,MIN,8,310,555,3211,15,22,1808,17,348,34,33,33,25,2
806,1982,MIN,5,187,334,1967,15,12,912,6,198,23,23,14,8,1
807,1981,MIN,7,382,709,4333,27,29,1512,8,369,37,34,25,21,3
808,1980,MIN,9,331,574,3688,22,23,1642,14,308,38,33,26,16,1
809,1979,MIN,7,315,566,3139,23,24,1764,9,337,31,28,22,13,0
810,1978,MIN,8,352,592,3243,25,34,1536,10,306,37,36,19,12,0
811,1977,MIN,9,228,388,2368,19,22,1821,9,227,29,25,17,8,1
812,1976,MIN,11,270,442,2855,17,10,2003,18,176,36,32,31,19,0
813,1975,MIN,12,281,446,2861,27,14,2094,18,180,48,46,17,13,2
814,1974,MIN,10,234,400,2755,22,13,1856,17,195,39,32,20,12,1
815,1973,MIN,12,179,298,1956,16,9,2275,14,168,33,33,35,21,1
816,1972,MIN,7,218,385,2523,19,13,1740,11,252,34,34,33,21,0
817,1971,MIN,11,157,334,1655,9,18,1695,14,139,25,25,32,22,2
818,1970,MIN,12,173,344,2181,12,15,1634,16,143,35,35,46,30,0
819,1969,MIN,12,176,346,2246,24,18,1850,15,133,43,43,37,26,0
820,1968,MIN,8,154,282,1685,11,17,1921,19,242,32,31,29,19,1
821,1967,MIN,3,150,336,1667,11,24,1811,10,294,26,26,33,17,0
822,1966,MIN,4,216,417,2548,18,22,2091,15,304,34,34,33,18,0
823,2023,MIA,11,393,566,4514,30,15,2308,27,391,59,58,28,24,0
824,2022,MIA,9,368,584,4511,30,15,1686,12,399,44,41,32,26,1
825,2021,MIA,9,404,615,3651,21,14,1568,12,373,35,34,31,23,0
826,2020,MIA,10,370,559,3736,24,13,1688,15,338,36,36,39,36,0
827,2019,MIA,5,371,615,3804,22,18,1156,10,494,30,29,30,23,1
828,2018,MIA,7,292,455,2900,26,13,1738,7,433,36,35,20,18,0
829,2017,MIA,6,373,602,3535,24,21,1388,4,393,29,26,23,21,2
830,2016,MIA,10,316,477,3500,27,15,1824,14,380,42,41,21,16,0
831,2015,MIA,6,365,588,3811,24,12,1496,11,389,36,33,16,13,0
832,2014,MIA,8,394,595,3729,27,12,1872,12,373,41,41,37,29,3
833,2013,MIA,8,357,594,3567,24,19,1440,8,335,33,33,34,26,1
834,2012,MIA,7,293,504,3182,13,13,1802,15,317,29,29,30,23,0
835,2011,MIA,6,280,469,3091,20,13,1987,11,313,32,32,39,33,0
836,2010,MIA,7,335,557,3527,17,21,1643,8,333,25,25,41,30,1
837,2009,MIA,7,331,545,3170,15,19,2231,22,390,38,37,28,25,0
838,2008,MIA,11,330,491,3632,20,7,1897,18,317,40,40,25,21,1
839,2007,MIA,1,318,558,3031,12,16,1569,14,437,26,26,23,21,0
840,2006,MIA,6,342,591,3287,16,19,1673,7,283,22,22,36,26,0
841,2005,MIA,9,291,556,3300,22,16,1898,11,317,33,33,30,25,3
842,2004,MIA,4,309,586,3065,19,26,1339,10,354,27,26,23,19,1
843,2003,MIA,10,257,450,2792,17,19,1817,14,261,34,33,29,22,1
844,2002,MIA,9,271,455,2890,18,15,2502,24,301,43,42,31,24,0
845,2001,MIA,11,275,453,3157,20,19,1664,14,290,40,39,21,19,0
846,2000,MIA,11,243,421,2567,15,17,1894,16,226,34,33,31,28,1
847,1999,MIA,9,329,589,3485,20,21,1453,8,336,27,27,46,39,1
848,1998,MIA,10,316,546,3395,23,16,1535,10,265,34,33,27,22,0
849,1997,MIA,9,332,576,3792,16,12,1343,18,327,33,33,36,28,0
850,1996,MIA,8,300,504,3543,22,11,1622,14,325,36,35,29,18,1
851,1995,MIA,9,384,592,4210,28,20,1506,16,332,37,37,34,27,0
852,1994,MIA,10,392,627,4420,31,18,1658,13,327,35,35,31,24,0
853,1993,MIA,9,342,581,4353,27,18,1459,10,351,37,37,32,24,0
854,1992,MIA,11,332,563,3975,24,17,1525,9,281,36,34,37,30,0
855,1991,MIA,8,327,563,3889,26,14,1352,8,349,35,34,39,33,0
856,1990,MIA,12,310,539,3512,21,12,1535,13,242,37,37,25,21,1
857,1989,MIA,8,331,601,4216,26,25,1330,10,379,39,38,26,19,1
858,1988,MIA,6,363,621,4516,29,23,1205,11,380,39,37,23,12,0
859,1987,MIA,8,338,584,3876,29,20,1662,16,335,46,44,16,12,0
860,1986,MIA,8,392,645,4779,46,23,1545,9,405,55,52,22,14,0
861,1985,MIA,12,343,576,4114,31,21,1729,19,320,52,50,27,22,0
862,1984,MIA,14,367,572,5018,49,18,1918,18,298,70,66,19,9,0
863,1983,MIA,12,254,442,3045,28,11,2150,16,250,48,45,27,18,1
864,1982,MIA,7,129,238,1314,8,13,1344,11,131,22,21,20,15,0
865,1981,MIA,11,271,498,3149,18,21,2173,18,275,38,37,31,24,1
866,1980,MIA,8,267,492,2688,21,26,1876,9,305,32,32,23,14,0
867,1979,MIA,10,235,416,2763,20,22,2187,19,257,40,36,29,21,1
868,1978,MIA,11,226,379,2469,24,18,2366,18,254,45,41,23,19,2
869,1977,MIA,10,182,311,1961,22,14,2366,18,197,41,37,22,10,0
870,1976,MIA,6,193,346,2268,15,15,2118,15,264,31,29,23,16,0
871,1975,MIA,10,170,279,2009,19,17,2500,26,222,46,40,16,13,1
872,1974,MIA,11,171,283,2084,18,18,2191,25,216,43,43,15,8,1
873,1973,MIA,12,133,256,1582,17,12,2521,16,150,38,38,37,25,1
874,1972,MIA,14,144,259,2076,17,12,2960,26,171,45,43,37,24,0
875,1971,MIA,10,156,293,1983,20,10,2429,11,174,33,33,40,28,0
876,1970,MIA,10,159,299,1957,15,19,2082,14,228,33,33,30,22,0
877,1969,MIA,3,201,424,2077,12,29,1513,12,332,27,26,22,13,0
878,1968,MIA,5,216,423,2402,21,22,1704,12,355,36,36,19,8,0
879,1967,MIA,4,229,480,2336,16,28,1323,10,407,27,27,18,8,0
880,1966,MIA,3,179,454,2048,16,32,1410,5,362,23,23,21,10,0
881,2023,LVR,8,348,557,3380,20,18,1542,11,331,32,32,30,26,1
882,2022,LVR,6,359,586,3934,28,17,2059,12,418,36,35,37,34,0
883,2021,LVR,10,429,628,4567,23,14,1617,14,439,33,30,43,40,1
884,2020,LVR,8,369,551,4217,28,10,1916,20,478,47,45,35,33,0
885,2023,LAR,10,361,583,4063,26,13,2045,18,377,37,32,43,32,2
886,2022,LAR,5,347,531,3108,16,15,1661,15,384,32,31,30,28,0
887,2021,LAR,12,406,607,4642,41,18,1683,10,372,49,48,34,32,0
888,2020,LAR,10,392,590,4014,20,14,2018,19,296,42,38,30,24,1
889,2019,LAR,9,397,632,4499,22,17,1499,20,364,42,42,33,24,1
890,2018,LAR,13,368,568,4507,32,12,2231,23,384,53,51,41,34,2
891,2017,LAR,11,320,518,3831,28,7,1953,17,329,51,48,43,40,2
892,2016,LAR,4,312,536,2951,14,20,1252,9,394,23,23,22,19,0
893,2023,LAC,5,409,632,3957,24,8,1642,11,398,35,35,33,31,0
894,2022,LAC,10,485,711,4584,26,10,1524,15,384,40,40,33,31,1
895,2021,LAC,9,443,674,4800,38,15,1834,18,459,47,40,27,24,0
896,2020,LAC,7,413,627,4329,31,10,1784,12,426,39,36,33,24,1
897,2019,LAC,5,394,597,4426,24,20,1453,12,345,35,35,34,26,0
898,2018,LAC,12,348,512,4089,32,12,1873,16,329,43,36,29,24,0
899,2017,LAC,9,366,583,4431,28,11,1595,10,272,42,37,30,20,0
900,2023,KAN,11,421,635,4188,28,17,1784,9,294,38,38,35,33,0
901,2022,KAN,14,435,651,5062,41,12,1970,18,369,55,50,32,24,1
902,2021,KAN,12,448,675,4791,37,13,1955,16,364,53,50,32,28,0
903,2020,KAN,14,420,630,4854,40,7,1799,13,362,54,48,27,25,1
904,2019,KAN,12,378,576,4498,30,5,1569,16,308,48,45,38,34,0
905,2018,KAN,12,385,583,4955,50,12,1855,16,421,69,65,27,24,0
906,2017,KAN,10,363,543,4104,26,8,1903,12,339,40,40,45,41,0
907,2016,KAN,12,365,546,3740,19,8,1748,15,311,39,36,35,31,1
908,2015,KAN,11,310,473,3255,20,7,2044,19,287,41,39,37,30,1
909,2014,KAN,9,320,493,3182,18,6,1918,18,281,38,38,30,25,0
910,2013,KAN,11,333,546,3340,24,8,2056,17,305,52,52,28,22,0
911,2012,KAN,2,273,475,2713,8,20,2395,9,425,17,17,34,28,1
912,2011,KAN,7,299,500,3080,13,18,1893,5,338,20,20,30,24,0
913,2010,KAN,10,274,475,2968,27,8,2627,13,326,42,42,26,20,0
914,2009,KAN,4,296,536,2922,18,17,1929,8,424,29,29,29,25,1
915,2008,KAN,2,310,541,3129,23,16,1810,9,440,31,31,22,16,0
916,2007,KAN,4,335,563,3181,17,20,1248,6,335,21,21,27,19,1
917,2006,KAN,9,272,450,3000,18,12,2143,17,315,36,35,31,24,0
918,2005,KAN,10,317,507,3810,17,10,2382,26,325,45,44,33,27,0
919,2004,KAN,7,370,561,4406,27,17,2289,31,435,60,58,23,17,0
920,2003,KAN,13,339,536,3981,24,12,1929,32,332,59,58,20,16,0
921,2002,KAN,8,292,477,3622,27,13,2378,26,399,54,54,27,23,0
922,2001,KAN,6,300,528,3665,17,24,2008,16,344,28,27,35,27,1
923,2000,KAN,7,342,582,4149,29,15,1465,12,354,40,40,24,17,0
924,1999,KAN,9,295,502,3239,22,15,2082,14,322,45,45,28,21,0
925,1998,KAN,7,305,543,3260,15,18,1548,19,363,34,34,32,27,1
926,1997,KAN,13,281,493,2893,20,10,2171,15,232,36,35,27,26,3
927,1996,KAN,9,290,530,2890,18,14,2009,15,300,34,34,24,17,1
928,1995,KAN,13,300,531,3020,21,10,2222,14,241,37,34,30,24,0
929,1994,KAN,9,366,615,3960,20,14,1732,12,298,30,30,30,25,2
930,1993,KAN,11,287,490,3180,20,10,1655,14,291,37,37,29,23,0
931,1992,KAN,10,230,413,2792,15,12,1532,14,282,39,39,25,23,0
932,1991,KAN,10,284,479,3104,19,14,2217,14,252,35,35,30,25,1
933,1990,KAN,11,260,449,3267,23,5,1948,11,257,38,37,37,34,1
934,1989,KAN,8,259,435,3038,14,23,2227,18,286,35,34,33,24,1
935,1988,KAN,4,282,528,3131,16,21,1713,8,320,23,23,32,27,3
936,1987,KAN,4,236,432,2619,17,17,1799,7,388,30,30,25,21,0
937,1986,KAN,10,257,521,2750,23,18,1468,10,326,43,43,26,19,0
938,1985,KAN,6,267,511,3391,23,23,1486,10,360,35,35,27,24,0
939,1984,KAN,8,305,593,3568,21,22,1527,12,324,35,35,33,23,0
940,1983,KAN,6,369,641,4341,29,19,1254,13,367,45,44,30,24,0
941,1982,KAN,3,145,264,1555,10,8,943,3,184,17,17,24,19,0
942,1981,KAN,9,224,410,2640,12,22,2633,22,290,38,37,36,26,0
943,1980,KAN,8,237,401,2448,15,14,1873,15,336,37,37,26,20,0
944,1979,KAN,7,190,361,1660,7,18,2316,18,262,29,28,23,12,0
945,1978,KAN,4,204,370,1834,7,16,2986,19,327,26,25,30,20,1
946,1977,KAN,2,190,374,2093,11,26,1843,13,349,28,27,18,8,0
947,1976,KAN,5,229,419,2929,15,17,1873,18,376,33,27,38,21,1
948,1975,KAN,5,217,395,2360,15,16,1847,14,341,31,30,32,22,0
949,1974,KAN,5,211,395,2108,11,25,1720,10,293,26,24,24,17,1
950,1973,KAN,7,173,313,1743,10,13,1793,11,192,23,21,38,24,0
951,1972,KAN,8,217,384,2038,20,20,1915,6,254,32,32,36,21,0
952,1971,KAN,10,183,337,2347,15,13,1843,14,208,32,32,45,26,0
953,1970,KAN,7,154,289,1719,13,16,1858,11,244,26,26,42,30,0
954,1969,KAN,11,196,351,2387,16,20,2220,19,177,38,38,35,27,0
955,1968,KAN,12,156,270,2276,20,11,2227,16,170,40,39,40,30,1
956,1967,KAN,9,213,382,2472,26,19,2018,18,254,45,45,36,21,1
957,1966,KAN,11,199,377,2840,31,15,2274,19,276,52,48,28,22,0
958,2023,JAX,9,412,620,4126,22,14,1646,17,371,35,35,37,30,0
959,2022,JAX,9,394,596,3959,25,9,2116,16,350,37,36,35,30,0
960,2021,JAX,3,361,604,3436,12,17,1755,13,457,22,18,27,21,0
961,2020,JAX,1,387,616,3699,25,16,1519,9,492,28,24,25,18,0
962,2019,JAX,6,364,589,3760,24,8,1708,3,397,20,19,34,33,0
963,2018,JAX,5,329,536,3109,15,13,1723,7,316,23,22,26,23,2
964,2017,JAX,10,316,527,3593,21,13,2262,18,268,41,37,35,30,0
965,2016,JAX,3,369,626,3728,24,16,1631,8,400,32,29,34,27,0
966,2015,JAX,5,355,607,4108,35,18,1473,5,448,39,32,30,26,0
967,2014,JAX,3,325,557,3001,15,18,1633,9,412,23,23,26,20,1
968,2013,JAX,4,349,592,3441,16,21,1260,7,449,23,22,25,23,3
969,2012,JAX,2,328,586,3419,20,17,1369,5,444,19,18,28,25,0
970,2011,JAX,5,240,469,2179,12,15,1970,9,329,24,24,25,23,0
971,2010,JAX,8,291,469,3065,26,21,2395,14,419,41,41,28,22,0
972,2009,JAX,7,315,519,3356,15,10,2029,19,380,31,30,28,18,0
973,2008,JAX,5,335,537,3332,15,13,1774,17,367,33,33,25,19,1
974,2007,JAX,11,288,469,3328,28,8,2391,18,304,48,46,24,21,0
975,2006,JAX,8,266,446,2882,17,14,2541,23,274,41,41,32,26,0
976,2005,JAX,12,283,487,3190,21,6,1959,18,269,39,38,30,23,0
977,2004,JAX,9,305,513,3159,17,11,1850,9,280,21,21,31,24,2
978,2003,JAX,5,303,515,3285,17,17,2073,13,331,30,30,33,20,0
979,2002,JAX,6,268,462,2762,18,9,2089,19,315,33,33,27,19,2
980,2001,JAX,6,321,534,3240,20,14,1600,11,286,32,30,28,18,2
981,2000,JAX,7,333,545,3658,22,15,2032,18,327,38,38,33,29,0
982,1999,JAX,14,320,535,3495,16,11,2091,20,217,37,37,38,31,3
983,1998,JAX,11,269,463,3112,24,12,2102,19,338,45,45,26,21,0
984,1997,JAX,11,313,504,3704,20,9,1720,20,318,41,41,36,31,0
985,1996,JAX,9,353,557,4110,19,20,1650,13,335,27,27,36,30,0
986,1995,JAX,4,275,495,2790,19,15,1705,9,404,28,27,27,20,0
987,2023,IND,9,355,574,3666,18,10,2059,19,415,36,35,41,33,1
988,2022,IND,4,398,604,3432,17,20,1866,8,427,23,23,39,32,0
989,2021,IND,9,324,521,3361,27,8,2540,22,365,47,46,35,29,1
990,2020,IND,11,371,552,4053,24,11,1996,20,362,45,43,37,32,3
991,2019,IND,7,307,513,3108,22,10,2130,17,373,39,33,31,22,2
992,2018,IND,10,432,644,4461,39,15,1718,13,344,47,44,27,23,0
993,2017,IND,4,285,487,2892,13,9,1661,11,404,24,22,34,29,2
994,2016,IND,8,370,584,4202,32,15,1628,13,392,44,44,31,27,0
995,2015,IND,8,355,619,3704,26,19,1438,6,408,35,32,27,25,1
996,2014,IND,11,410,661,4894,42,16,1612,9,369,50,50,31,30,0
997,2013,IND,11,350,582,3725,23,10,1743,15,336,34,34,40,35,2
998,2012,IND,11,339,628,4128,23,18,1671,11,387,37,37,33,26,0
999,2011,IND,2,302,534,2995,14,14,1594,8,430,24,24,27,23,0
1000,2010,IND,10,450,679,4609,33,17,1483,13,388,51,51,28,26,0
1001,2009,IND,14,402,601,4515,34,19,1294,16,307,51,50,20,16,0
1002,2008,IND,12,393,585,4094,27,12,1274,13,298,43,43,25,20,0
1003,2007,IND,13,355,551,4033,32,14,1706,19,262,51,49,29,23,2
1004,2006,IND,12,362,557,4308,31,9,1762,17,360,48,47,29,26,0
1005,2005,IND,14,347,515,4096,31,11,1703,18,247,52,52,26,23,0
1006,2004,IND,12,353,527,4623,51,10,1852,10,351,65,64,26,20,0
1007,2003,IND,12,381,569,4179,29,10,1695,16,336,46,46,37,37,0
1008,2002,IND,10,392,591,4055,27,19,1561,12,313,34,34,31,23,0
1009,2001,IND,6,349,557,3989,27,23,1966,16,486,42,41,34,28,0
1010,2000,IND,10,357,571,4282,33,15,1859,14,326,46,46,27,25,2
1011,1999,IND,13,338,546,4066,26,17,1660,15,333,43,43,38,34,0
1012,1998,IND,3,326,576,3630,26,28,1486,7,444,23,23,31,27,0
1013,1997,IND,3,317,523,3142,16,17,1727,10,401,21,21,41,32,1
1014,1996,IND,9,311,537,3296,16,11,1448,9,334,27,27,40,36,1
1015,1995,IND,9,270,434,3064,20,11,1855,14,316,34,34,33,23,1
1016,1994,IND,8,217,376,2353,15,14,2060,15,320,37,37,24,16,0
1017,1993,IND,4,332,594,3417,10,15,1288,4,378,16,15,31,26,0
1018,1992,IND,9,305,546,3266,13,26,1102,8,302,24,24,29,16,0
1019,1991,IND,1,305,512,2579,10,16,1169,3,381,14,14,26,15,0
1020,1990,IND,7,269,488,2873,22,21,1282,9,353,33,32,24,17,0
1021,1989,IND,8,253,493,2960,18,17,1853,11,301,32,31,27,21,0
1022,1988,IND,9,222,403,2621,15,22,2249,23,315,40,39,32,25,0
1023,1987,IND,9,255,447,2852,16,16,2143,14,238,31,31,32,27,1
1024,1986,IND,3,300,586,3209,16,24,1491,10,400,27,26,25,13,1
1025,1985,IND,5,235,468,2567,15,20,2439,22,386,39,36,26,16,1
1026,1984,IND,4,206,411,2107,13,22,2025,13,414,28,27,23,14,1
1027,2023,HOU,10,372,592,4173,27,8,1647,10,353,33,31,38,34,0
1028,2022,HOU,3,352,579,3344,20,19,1476,7,420,24,24,31,29,1
1029,2021,HOU,4,354,546,3305,21,15,1422,8,452,29,25,27,21,1
1030,2020,HOU,4,383,546,4538,33,7,1466,10,464,40,37,31,27,0
1031,2019,HOU,10,355,534,3783,27,14,2009,17,385,45,40,25,20,0
1032,2018,HOU,11,345,506,3781,26,9,2021,12,316,41,39,42,37,0
1033,2017,HOU,4,299,525,3278,28,17,1842,8,436,35,32,25,20,1
1034,2016,HOU,9,347,583,3176,15,16,1859,8,328,25,22,41,35,1
1035,2015,HOU,9,358,619,3833,29,12,1731,7,313,36,32,27,23,0
1036,2014,HOU,9,295,485,3352,22,13,2161,12,307,40,40,35,30,1
1037,2013,HOU,2,371,633,3813,19,22,1743,7,428,26,26,35,26,1
1038,2012,HOU,12,354,554,3830,22,13,2123,19,331,45,45,38,31,1
1039,2011,HOU,10,288,467,3506,20,9,2448,18,278,40,39,38,32,0
1040,2010,HOU,6,365,574,4144,24,12,2042,20,427,43,43,30,27,0
1041,2009,HOU,9,399,593,4654,29,17,1475,13,333,44,43,32,21,2
1042,2008,HOU,8,367,555,4267,21,20,1846,16,394,37,37,33,29,0
1043,2007,HOU,8,346,529,3751,24,21,1586,12,384,40,40,29,25,0
1044,2006,HOU,6,329,481,2778,14,13,1685,13,366,27,26,25,19,0
1045,2005,HOU,2,270,449,2237,15,13,1816,9,431,24,24,34,26,0
1046,2004,HOU,7,286,471,3246,16,14,1882,16,339,34,34,24,17,0
1047,2003,HOU,5,248,439,2655,14,18,1651,14,380,27,27,22,18,0
1048,2002,HOU,4,235,447,2225,11,15,1347,6,356,20,20,24,17,3
1049,1996,HOU,8,272,463,3098,22,15,1950,12,319,35,35,38,32,2
1050,1995,HOU,7,314,536,3241,22,18,1664,12,324,33,33,31,27,1
1051,1994,HOU,2,274,554,2799,13,17,1682,10,352,18,18,20,16,1
1052,1993,HOU,12,357,614,3866,23,25,1792,11,238,40,39,34,29,1
1053,1992,HOU,10,373,573,4029,27,23,1626,10,258,41,41,27,21,1
1054,1991,HOU,11,411,667,4621,24,21,1366,16,251,45,41,31,23,0
1055,1990,HOU,9,399,639,4805,37,15,1417,10,307,49,46,32,21,1
1056,1989,HOU,9,295,496,3499,23,16,1928,16,412,40,40,37,25,2
1057,1988,HOU,10,218,428,2956,21,18,2249,26,365,50,48,34,22,2
1058,1987,HOU,9,240,482,3300,24,23,1923,12,349,38,37,32,26,1
1059,1986,HOU,5,288,551,3449,14,31,1700,13,329,29,28,27,22,0
1060,1985,HOU,5,277,512,3082,18,22,1570,13,412,31,29,27,21,0
1061,1984,HOU,3,282,487,3228,14,15,1656,13,437,27,27,19,15,0
1062,1983,HOU,2,260,482,2902,16,29,1998,16,460,34,33,21,17,0
1063,1982,HOU,1,153,287,1574,12,15,799,5,245,18,16,6,4,0
1064,1981,HOU,7,258,441,2777,21,23,1734,11,355,34,32,22,15,0
1065,1980,HOU,11,296,463,3007,15,28,2635,18,251,34,31,25,20,0
1066,1979,HOU,11,195,386,2256,17,21,2571,24,331,43,41,25,21,0
1067,1978,HOU,10,201,373,2338,16,17,2476,19,298,32,31,18,14,0
1068,1977,HOU,8,181,347,1875,14,21,1989,15,230,35,29,25,16,3
1069,1976,HOU,5,227,423,2072,17,19,1498,6,273,24,24,27,16,0
1070,1975,HOU,10,165,347,1869,14,17,2068,14,226,34,31,30,18,2
1071,1974,HOU,7,203,363,1977,12,19,1361,16,282,29,29,19,9,0
1072,1973,HOU,1,225,411,1919,11,27,1388,9,447,22,22,24,15,0
1073,1972,HOU,1,181,375,1673,10,23,1518,7,380,18,17,21,13,0
1074,1971,HOU,4,194,423,2409,12,37,1106,10,330,29,26,28,17,0
1075,1970,HOU,3,238,470,2506,12,23,1556,10,352,23,23,32,18,1
1076,1969,HOU,6,239,489,2825,15,31,1706,12,279,29,29,40,19,1
1077,1968,HOU,7,191,414,2548,17,25,1804,16,248,37,37,29,12,1
1078,1967,HOU,9,143,332,1381,11,20,2122,12,199,30,30,28,14,0
1079,1966,HOU,3,226,485,2897,29,28,1515,11,396,40,39,30,16,1
1080,2023,GNB,9,374,581,3968,32,11,1905,10,350,39,34,33,27,0
1081,2022,GNB,8,364,563,3632,27,12,2113,12,371,39,37,29,25,1
1082,2021,GNB,13,402,593,4315,39,7,1900,13,371,51,49,34,25,0
1083,2020,GNB,13,372,526,4106,48,5,2118,16,369,63,59,16,16,1
1084,2019,GNB,13,356,573,3733,26,4,1795,18,313,41,40,24,22,0
1085,2018,GNB,6,392,640,4238,25,4,1667,14,400,36,34,37,30,0
1086,2017,GNB,7,352,562,3167,25,18,1724,13,384,35,33,19,15,0
1087,2016,GNB,10,403,620,4199,40,8,1701,11,388,47,44,30,26,0
1088,2015,GNB,10,348,573,3503,31,8,1850,8,323,36,36,28,24,0
1089,2014,GNB,12,349,536,4261,38,6,1917,14,348,55,53,33,27,1
1090,2013,GNB,8,366,570,4268,25,16,2136,17,428,42,42,37,33,0
1091,2012,GNB,11,374,558,4049,40,8,1702,9,336,50,50,33,21,0
1092,2011,GNB,15,376,552,4924,51,8,1558,12,359,69,68,28,24,0
1093,2010,GNB,10,352,541,4124,31,13,1606,11,240,46,46,28,22,0
1094,2009,GNB,11,357,553,4180,30,8,1885,20,297,49,48,36,27,1
1095,2008,GNB,6,343,541,3813,28,13,1805,11,380,46,46,34,27,0
1096,2007,GNB,13,383,578,4334,30,15,1597,13,291,48,48,39,31,0
1097,2006,GNB,8,350,630,3795,18,18,1663,9,366,32,31,35,26,0
1098,2005,GNB,4,383,626,3766,20,30,1352,11,344,31,30,27,20,0
1099,2004,GNB,10,382,598,4449,36,19,1908,9,380,48,48,28,24,0
1100,2003,GNB,10,310,473,3240,32,21,2558,18,307,51,51,26,23,0
1101,2002,GNB,12,361,580,3627,29,16,1933,12,328,44,44,34,28,0
1102,2001,GNB,12,314,510,3770,32,15,1693,11,266,45,44,31,20,1
1103,2000,GNB,9,348,600,3678,21,16,1643,13,323,32,32,38,33,1
1104,1999,GNB,8,344,605,3900,23,23,1519,13,341,38,38,30,25,1
1105,1998,GNB,11,361,575,4110,33,23,1526,7,319,43,41,33,29,1
1106,1997,GNB,13,309,523,3705,35,16,1909,9,282,48,48,30,24,0
1107,1996,GNB,13,328,548,3697,39,13,1838,9,210,53,51,27,21,1
